INTERNAL_CODE	KEYWORD	LABEL	CODELIST_ID	TERM_ID	KEYWORD_TYPE	TERM_NAME	SYNONYM_TYPE	SOURCE
2675	t. bili.	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2676	t. bilirubin	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2677	t.biliru	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2678	t.bil	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2679	t.bil.	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2680	t.bilirubin	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2681	tbil	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2682	tbili	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2683	tbila	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2684	tot bili	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2685	total bili	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2686	total bili rubin	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2687	total bilirubin	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2688	total bill	LBTEST	C67154	C38037	SYNONYM	Bilirubin	NARROW	VX
2689	t_bili	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2690	total  bilirubin	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2691	total bilirubin (bilit)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2692	total bilirubin (t bili)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2693	total bilirubin (t. bili)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2694	total bilirubin (t.bi)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2695	total bilirubin (tbil)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2696	total bilirubin (tbi)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2697	total bilirubin (tbili)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2698	total bilirubin (tot.bil)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2699	total biliirubin	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2700	total bilimbin (tot.bil)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2701	total biliru.	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2702	total bilirub.	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2703	total bilirubin  (tot_bili)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2704	total bilirubin ( t bil)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2705	total bilirubin ( t bili)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2706	total bilirubin ( tbil)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2707	total bilirubin (bil t.)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2708	total bilirubin (bil)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2709	total bilirubin (bil.t)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2710	total bilirubin (bilbt)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2711	total bilirubin (bili t)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2712	total bilirubin (bili tot)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2713	total bilirubin (bili)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2714	total bilirubin (bili-c)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2715	total bilirubin (bili-f)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2716	total bilirubin (bili-t)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2717	total bilirubin (bili.)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2718	total bilirubin (bilirubin tot)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2719	total bilirubin (bilt)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2720	total bilirubin (bill)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2721	total bilirubin (bili-tot)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2722	total bilirubin (bili. t.)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2723	total bilirubin (bilirubin)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2724	total bilirubin (bll)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2725	total bilirubin (blr)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2726	total bilirubin (blr) (post-surgery)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2727	total bilirubin (blr) (pre-surgery)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2728	total bilirubin (lc measured)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2729	total bilirubin (ntbl)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2730	total bilirubin (t bil)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2731	total bilirubin (t bill)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2732	total bilirubin (t bi)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2733	total bilirubin (t-bil)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2734	total bilirubin (t-bili)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2735	total bilirubin (t. bil)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2736	total bilirubin (t. bil.)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2737	total bilirubin (t.bil)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2738	total bilirubin (t.bili)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2739	total bilirubin (t.bil) bd	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2740	total bilirubin (t.bil.)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2741	total bilirubin (tb)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2742	total bilirubin (tot bil)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2743	total bilirubin (tot bili )	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2744	total bilirubin (tot bili)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2745	total bilirubin (tot-bili)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2746	total bilirubin (tot. bil.)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2747	total bilirubin (tot.bil )	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2748	total bilirubin (tot.bil.)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2749	total bilirubin (total bili)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2750	total bilirubin (tp)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2751	total bilirubin (t_bili)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2752	total bilirubin (total biil)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2753	total bilirubin (total)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2754	total bilirubin (total. bili)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2755	total bilirubin tbil	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2756	total bilirubin concentration (bilt)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2757	total bilirubin concentration (tbil)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2758	total bilirubin(tbil)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2759	total bilirubine	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2760	total bilirubinl (tbil)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2761	total bilirubun	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2762	total bilirubun (t bili)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2763	total bilirubun (tbil)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2764	total bilirubun (total bili)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2765	total blirubin	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2766	total bulirubin	LBTEST	C67154	C38037	SYNONYM	Bilirubin	EXACT	VX
2767	total serum bilirubin	LBTEST	C67154	C38037	SYNONYM	Bilirubin	NARROW	VX
2768	u-bilirubin	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2769	u-bilirubin (u-blr)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	NARROW	VX
2770	u-bilirubins (u-blr)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	NARROW	VX
2771	u-bilirubins, arb. substc., (u-blr)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2772	u-bilirubins, pool 1 (u-blr)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	NARROW	VX
2773	u-bilirubins, pool 2 (u-blr)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	NARROW	VX
2774	urinary bilirubin	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2775	urobili	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2776	urinary bilirubin (bili)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	NARROW	VX
2777	urinary bilirubin (u.bi)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2778	urinary bilirubin excretion	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2779	urine bilirubin	LBTEST	C67154	C38037	SYNONYM	Bilirubin	NARROW	VX
2780	urine bilirubin (ubil)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2781	urine bilirubin - rs (ubil)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	NARROW	VX
2782	urine bilirubin reagent strip	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2783	urine bilirubin reagent strip (ubil)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2784	urine bilirubin (bil)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	NARROW	VX
2785	urine bilirubin (bili)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2786	urine bilirubin (bili-q)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	NARROW	VX
2787	urine bilirubin (blr)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	NARROW	VX
2788	urine bilirubin reagent strip(ubil)	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2789	urobili.	LBTEST	C67154	C38037	SYNONYM	Bilirubin	RELATED	VX
2790	activated partial thromboplastin time	LBTEST	C67154	C38462	PRIMARY	 	 	 
2791	a.p.t.t.	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2792	activated ptt (partial thromboplastin time )	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2793	ap t plstin time	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2794	ap t' plstin time	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2795	ap t'plstin time	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2796	ap tplstin time	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2797	apt: act part thromb	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2798	apt: act part thromb t.	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2799	apt: act part thromb time	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2800	apt: act partial thromboplastin time	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2801	apt: activated partial thromboplastin time	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2802	aptt	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	SEND
2803	aptt: activated partial thromboplastin time	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2804	aptt:activated partial thromboplastin time	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2805	acrivated partial thromboplastin time (aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2806	act part thromboplastin time (aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2807	act. part. thromb. time	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2808	act. part. thromboplastin time (aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2809	act. prothr. time	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2810	act.pro. tr.time	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2811	activ part thromboplastin time (aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2812	activ part thromboplastin time aptt	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2813	activ part thromboplastin time	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2814	activ part thromboplastin time neutrophils	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	NARROW	VX
2815	activ.partial thrombin time	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	NARROW	VX
2816	activate partial thromboplastin time	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2817	activate partial thromboplastin time (aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2818	activated partial tt	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2819	activated partial tt (aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2820	activated partial thromboplastin time (aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2821	activated partial thromboplastin time (aptt) -	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2822	activated partial thromboplastin time (ptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2823	activated artial thromboplastin time (aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2824	activated partial  thromboplastin time	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2825	activated partial (aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2826	activated partial prothrombin (aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2827	activated partial prothrombin time (aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2828	activated partial thrmboplastin time	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2829	activated partial thrombin time	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2830	activated partial thrombin time (aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	NARROW	VX
2831	activated partial thromboplasin time (aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2832	activated partial thromboplastim time (a.p.t.t.)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2833	activated partial thromboplastin	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2834	activated partial thromboplastin (aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2835	activated partial thromboplastin time ( aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2836	activated partial thromboplastin time (+1h.)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2837	activated partial thromboplastin time (+24h.)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	NARROW	VX
2838	activated partial thromboplastin time (+6h.)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2839	activated partial thromboplastin time (24 h. post dose)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	NARROW	VX
2840	activated partial thromboplastin time (a.p.t.t.)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2841	activated partial thromboplastin time (appt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2842	activated partial thromboplastin time (apt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2843	activated partial thromboplastin time (apt1)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2844	activated partial thromboplastin time (aptt) (post-surgery)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	NARROW	VX
2845	activated partial thromboplastin time (aptt) (pre-surgery)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	NARROW	VX
2846	activated partial thromboplastin time (aptt) 0-1h p.a.	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2847	activated partial thromboplastin time (aptt) 1/2h post dose	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2848	activated partial thromboplastin time (aptt) 12h post dose	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2849	activated partial thromboplastin time (aptt) 1h post dose	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2850	activated partial thromboplastin time (aptt) 1h3	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	NARROW	VX
2851	activated partial thromboplastin time (aptt) 24h post dose	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2852	activated partial thromboplastin time (aptt) 2h post dose	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2853	activated partial thromboplastin time (aptt) 4h post dose	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2854	activated partial thromboplastin time (aptt) 8h post dose	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2855	activated partial thromboplastin time (aptt) bd	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	NARROW	VX
2856	activated partial thromboplastin time (aptt) pre-dose	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2857	activated partial thromboplastin time (aptt), coagulation factors (ii+v+viii+ix+x+xi+xii)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2858	activated partial thromboplastin time (aptl)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2859	activated partial thromboplastin time (hapt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2860	activated partial thromboplastin time (p-aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2861	activated partial thromboplastin time (part.thromboplast.time)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2862	activated partial thromboplastin time (ptt time)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2863	activated partial thromboplastin time (pttk)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2864	activated partial thromboplastin time (tca)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2865	activated partial thromboplastin time (compared to group 1)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	NARROW	VX
2866	activated partial thromboplastin time + 24h	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	NARROW	VX
2867	activated partial thromboplastin time + 24h.	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2868	activated partial thromboplastin time + 2h	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	NARROW	VX
2869	activated partial thromboplastin time + 2h.	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2870	activated partial thromboplastin time aptt	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2871	activated partial thromboplastin time before dosing	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	NARROW	VX
2872	activated partial thromboplastin time pre-test	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	NARROW	VX
2873	activated partial thromboplastin time seconds	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2874	activated partial thromboplastin time, coagulation factors (ii+v+viii+ix+x+xi+xii)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2875	activated partial thromboplastin time, coagulation factors (ii+v+viii+ix+x+xi+xii) (aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2876	activated partial thromboplastine time	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2877	activated partial thromboplestin time (aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2878	activated partial thromoplastine time (aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2879	activated partial time (apt1)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2880	activated partial tromboplastin time	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2881	activated partial tromboplastin time (aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2882	activated partialthromboplastin time (aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2883	activated partian thromboplastin time (aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2884	activated patial thromboplastin time	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2885	activated pertial thromboplastin time	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2886	activated thromboplastin time (aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2887	activation partial thromboplastin test	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2888	activation partial thromboplastin test (aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2889	active part thromboplastin tim	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2890	active part thromboplastin time	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2891	active part thromboplastin time (aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2892	active part thromboplastin tim (aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2893	active part thromboplastin time (appt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2894	active part thromboplastin time (apt1)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	NARROW	VX
2895	active part thromboplastin time (ppt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2896	active partial thromboplastin time (aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2897	activiated partial thromboplastin time	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2898	actual partial thromboplastin time (aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2899	hquick	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2900	hepato quick (hquick)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2901	hepato quick	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2902	hepato quick (hqick)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2903	hepato quick time	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2904	hepato-quick (hquick)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2905	hepato-qiuck	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2906	hepato-quick	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	RELATED	VX
2907	hepato-quick time (hquick)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2908	p-aptt	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2909	p-activated partial thromboplastin time	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2910	p-activated partial thromboplastin time (p-aptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2911	p-activated partial thromboplastin time, (apttp)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2912	ptt	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
2913	pttk	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	NARROW	VX
2914	partial thromboplastin time (ptt)	LBTEST	C67154	C38462	SYNONYM	Activated Partial Thromboplastin Time	EXACT	VX
