INTERNAL_CODE	KEYWORD	LABEL	TERM_ID	KEYWORD_TYPE	SYNONYM_DAT	IS_A	IS_PART_OF	SEND_DOMAIN_CODE	SEND_DOMAIN_DESC
2039	deformed - tail	IN_LIFE_OBSERVATION	ILO:0000178	SYNONYM	RELATED [VX]	ILO:0000045	 	 	 
2040	degree of wakefulness	BEHAVIORAL_DOMAIN	ILO:0000179	NAME	 	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
2041	degree of wakefulness, i.e. somnolence, lethargy, apathy, comatose	BEHAVIORAL_DOMAIN	ILO:0000179	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
2042	degree of wakefulness hyperactive	BEHAVIORAL_DOMAIN	ILO:0000179	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
2043	dehydrated	CLINICAL_DOMAIN	ILO:0000180	NAME	 	ILO:0000021	 	CL	CLINICAL_DOMAIN
2044	dehydrate	CLINICAL_DOMAIN	ILO:0000180	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
2045	+ dehydration	CLINICAL_DOMAIN	ILO:0000180	SYNONYM	EXACT [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
2046	dehydrated appearance	CLINICAL_DOMAIN	ILO:0000180	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
2047	slightly dehydrated	CLINICAL_DOMAIN	ILO:0000180	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
2048	animal appeared dehydrated	CLINICAL_DOMAIN	ILO:0000180	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
2049	skin tenting	CLINICAL_DOMAIN	ILO:0000180	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
2050	exsiccosis	CLINICAL_DOMAIN	ILO:0000180	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
2051	apparent dehydration	CLINICAL_DOMAIN	ILO:0000180	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
2052	tenting of the skin (dehydration)	CLINICAL_DOMAIN	ILO:0000180	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
2053	dehydrated suspected	CLINICAL_DOMAIN	ILO:0000180	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
2054	dehydration	CLINICAL_DOMAIN	ILO:0000180	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
2055	dehydration ('tight' skin).	CLINICAL_DOMAIN	ILO:0000180	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
2056	deposits at injection site	CLINICAL_DOMAIN	ILO:0000181	NAME	 	ILO:0000019	 	CL	CLINICAL_DOMAIN
2057	white deposits at injection site	CLINICAL_DOMAIN	ILO:0000181	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2058	depressed	BEHAVIORAL_DOMAIN	ILO:0000182	NAME	 	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
2059	depression	BEHAVIORAL_DOMAIN	ILO:0000182	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
2060	slightly depressed	BEHAVIORAL_DOMAIN	ILO:0000182	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
2061	moderately depressed	BEHAVIORAL_DOMAIN	ILO:0000182	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
2062	dermatitis	CLINICAL_DOMAIN	ILO:0000183	NAME	 	ILO:0000021	 	CL	CLINICAL_DOMAIN
2063	interdigital dermatitis	CLINICAL_DOMAIN	ILO:0000183	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
2064	skin redness/dermatitis at abdomen and groin	CLINICAL_DOMAIN	ILO:0000183	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
2065	feet appear with some dermatitis	CLINICAL_DOMAIN	ILO:0000183	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
2066	dermatitis (abdomen and inner side of hindlimbs reddened) treated by otifree and bepanthen	CLINICAL_DOMAIN	ILO:0000183	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
2067	descended testicles	CLINICAL_DOMAIN	ILO:0000184	NAME	 	ILO:0000004	 	CL	CLINICAL_DOMAIN
2068	descended testicles in the scrotum	CLINICAL_DOMAIN	ILO:0000184	SYNONYM	RELATED [VX]	ILO:0000004	 	CL	CLINICAL_DOMAIN
2069	desquamation	CLINICAL_DOMAIN	ILO:0000185	NAME	 	ILO:0000019	 	CL	CLINICAL_DOMAIN
2070	peeling	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2071	shedding/peeling skin	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2072	dermal scoring/l.side dose desquamation slight	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2073	dermal scoring/l.side dose desquamation moderate	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2074	dermal scoring/l.side dose desquamation mmarked	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2075	dermal scoring/l.side dose desquamation marked	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2076	skin desquamation	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2077	dermal scoring/r.side dose desquamation moderate	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2078	dermal scoring/r.side dose desquamation slight	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2079	dermal scoring/r.side dose desquamation marked	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2080	exfoliation perigenital/perianal	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2081	skin peeling	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2082	exfoliation, tail	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2083	skin, exfoliation, ventral body surface	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2084	sloughing	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2085	desquamation left flank	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2086	sloughing of the superficial epidermis	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2087	sloughing moderate	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2088	injection sites, exfoliation	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2089	desquamation right flank	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2090	exfoliation	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2091	desquamation of epithelial debris slight to moderate	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2092	desquamation left upper arm	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2093	desquamation / left hindlimb	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2094	skin, exfoliation, pinna	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2095	skin, exfoliation, scrotum	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2096	desquamations	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2097	skin, exfoliation, pinna, left	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2098	tail sloughing	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2099	moulting heavily	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2100	moulting	CLINICAL_DOMAIN	ILO:0000185	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
2101	deteriorating	CLINICAL_DOMAIN	ILO:0000186	NAME	 	ILO:0000035	 	CL	CLINICAL_DOMAIN
2102	decreased state of health	CLINICAL_DOMAIN	ILO:0000186	SYNONYM	RELATED [VX]	ILO:0000035	 	CL	CLINICAL_DOMAIN
2103	deterioated general condition	CLINICAL_DOMAIN	ILO:0000186	SYNONYM	RELATED [VX]	ILO:0000035	 	CL	CLINICAL_DOMAIN
2104	deteroriated general condition	CLINICAL_DOMAIN	ILO:0000186	SYNONYM	RELATED [VX]	ILO:0000035	 	CL	CLINICAL_DOMAIN
2105	deterioration in condition	CLINICAL_DOMAIN	ILO:0000186	SYNONYM	RELATED [VX]	ILO:0000035	 	CL	CLINICAL_DOMAIN
2106	deteriorating general condition	CLINICAL_DOMAIN	ILO:0000186	SYNONYM	RELATED [VX]	ILO:0000035	 	CL	CLINICAL_DOMAIN
2107	general condition decreased	CLINICAL_DOMAIN	ILO:0000186	SYNONYM	RELATED [VX]	ILO:0000035	 	CL	CLINICAL_DOMAIN
2108	diarrhea	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	NAME	 	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2109	diarrhea/loose stool	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2110	excretion; diarrhea, dark	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2111	excretion: liquid feces	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2112	diarrhea (3)	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	EXACT [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2113	excretion; diarrhea	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2114	diarrhea 25%	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	EXACT [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2115	loose stool\\diarrhea	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2116	diarrhea loose stool	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2117	diarrhea (2)	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	EXACT [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2118	excretion/liquid feces	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2119	feces\\liquid	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2120	soft, feces	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2121	soft; feces	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2122	soft and fluid faeces	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2123	fluid faeces 1 h. 26 min. post dose	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2124	several small amounts of liquid faeces predose	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2125	fluid faeces 1 h. 30 min. post dose	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2126	fluid faeces 1 h. 9 min. post dose	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2127	severe diarrhea	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2128	fluid faeces 1h and 8 min. post dose	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2129	serious diarrhea	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2130	fluid faeces	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2131	serous diarrhea	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2132	soft feces	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2133	diarrhea 50%	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	EXACT [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2134	feces, soft	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2135	diarrhea (1)	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	EXACT [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2136	diarrhea 100%	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	EXACT [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2137	excretion, diarrhea	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2138	50% diarrhea	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	EXACT [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2139	excretion: diarrhea	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2140	small amount of loose faeces approximately 30 minutes after dosing	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2141	small amount of loose faeces approximately 1 hours after dosing	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2142	secretion / excretion, loose / watery feces	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2143	small amount of liquid/loose faeces predose and approximately 4 hours after dosing	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2144	100% diarrhea	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	EXACT [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2145	small amount of liquid faeces	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2146	25% diarrhea	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	EXACT [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2147	+ diarrhoea	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2148	75% diarrhea	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	EXACT [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2149	loose stool/diarrhea	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2150	small amount of loose faeces approximately 5% h after dosing	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2151	loose stool	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2152	small amountof loose faeces approximately 4 hours after dosing	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2153	fluid faeces 2 h. 23 min. post dose	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2154	fluid faeces 23 h. 53 min. post dose	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2155	fluid faeces 22h and 29 min. post dose	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2156	fluid faeces 21h and 56 min. post dose	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2157	fluid faeces 4 h. 56 min. post dose	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2158	fluid faeces 3 h. 37 min. post dose	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2159	fluid faeces 2 h. 46 min. post dose	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2160	fluid faeces 2 h. 42 min. post dose	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2161	fluid feces	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2162	fluid faeces red discolouration 54 min. post dose	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2163	fluid faeces (observations recorded when animals were group housed)	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2164	fluid faeces 7h and 42 min. post dose	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2165	fluid/soft faeces	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2166	fluid/soft faces	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2167	fluid or soft faeces	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2168	signs of diarrhoea	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2169	faeces - liquid	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2170	faeces liquid	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2171	liquid stools (before dosing, after dosing and/or afternoon)	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2172	faeces fluid/soft	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2173	liquid stools	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2174	faeces fluid (before dosing)	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2175	liquid/soft faeces	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2176	faeces fluid	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2177	liquid / loose faeces	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2178	faeces, fluid	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2179	liquid feces	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2180	faeces - fluid	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2181	soft stool	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2182	faeces consistency, soft	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2183	faeces consistency soft	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2184	faeces consistency altered\\soft	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2185	faeces consistency fluid	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2186	faeces consistency altered, soft	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2187	faeces consistency altered: soft	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000187	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
